Behavior,Count,Timestamp,Status,Position.X, Position.Y, Position.Z,MousePosition.X, MousePosition.Y,Result,
3,2,1,3,0.1659511, 0.3219852, -0.5984937,-0.3651941, -0.8932525,True,
7,9,7,9,-0.3668345, -0.1208642, -0.6269579,0.75639, 0.2329876,False,
6,6,2,1,0.5333902, -0.1173884, 0.01289753,-0.07326003, -0.7321044,True,
1,5,3,0,0.01324774, 0.5210585, 0.121925,0.1081842, 0.6085464,False,
1,0,0,0,-0.5688743, -0.6103048, 0.009549357,-0.2971962, -0.2980233,True,
4,1,8,6,0.5625058, -0.0388326, 0.5579672,-0.5674238, -0.2499975,False,
1,4,3,6,0.3329579, -0.0829678, 0.2122234,-0.7204767, 0.02917158,True,
9,4,6,6,-0.3517721, -0.7691782, -0.01913274,-0.6991538, -0.05076849,False,
1,3,5,3,-0.9174228, -0.05788261, 0.2125638,-0.06364701, 0.8594673,True,
8,1,5,8,-0.9277114, 0.1478607, -0.3165534,-0.4162105, 0.633872,False,
3,2,7,8,0.5568731, -0.2970623, 0.3172726,0.01358392, -0.1545933,True,
8,6,2,9,0.281733, 0.02575104, -0.4245739,-0.6581808, 0.03951852,False,
6,4,9,0,0.4900012, -0.5942355, 0.4151695,0.2490461, 0.4808643,True,
4,7,9,8,0.4236055, -0.7728329, -0.05334631,-0.9159923, 0.3784847,False,
5,1,6,4,0.6754704, 0.09867327, 0.681202,0.8486235, 0.4003366,True,
0,9,4,3,-0.3431236, 0.7511735, -0.4582843,0.4260157, 0.152617,False,
6,6,6,0,0.8306395, -0.02426744, -0.1297649,0.07842924, 0.1773565,True,
2,5,4,3,0.7996342, -0.1929029, 0.2456565,-0.450752, -0.1035135,False,
0,0,4,5,-0.3656812, 0.4231966, 0.1511421,-0.4711019, 0.5369771,True,
7,4,3,8,0.7856226, 0.4092255, -0.4104392,-0.5225849, 0.4392504,False,
0,3,3,0,-0.1996941, 0.4857301, 0.4505564,-0.4541676, 0.1137396,True,
1,3,1,4,0.4025362, 0.7142761, 0.5074969,-0.3247581, 0.6692482,False,
1,5,5,5,0.8665827, -0.157209, 0.1943003,-0.144184, -0.06528933,True,
4,1,8,3,0.7715794, 0.1813612, -0.0845138,0.6954695, 0.7039252,False,
8,1,5,2,0.3835924, 0.3316861, -0.6411998,0.1992729, 0.3705744,True,
1,8,8,5,-0.2005619, 0.07920866, -0.6170448,0.2167075, -0.1630249,False,
8,1,7,2,-0.09317368, 0.9574354, 0.1139883,0.6597034, -0.3186615,True,
3,8,9,9,-0.2091333, 0.8238953, -0.1047869,-0.5684582, -0.5470442,False,
3,5,6,3,0.7202656, -0.5220401, -0.4290237,0.4309953, -0.3127987,True,
4,4,2,3,-0.6294259, 0.002392322, 0.524096,0.5535163, 0.6658689,False,
8,0,3,5,0.1582834, 0.1213353, 0.8583666,0.8990451, 0.1492221,True,
2,4,1,5,0.8550315, -0.3643355, -0.1811224,-0.2271242, 0.3975486,False,
2,8,4,4,0.5440547, 0.6838832, -0.05614479,0.03134855, 0.468249,True,
8,6,8,9,-0.8831911, 0.1591039, -0.4166555,0.3501385, -0.6424742,False,
9,6,6,9,0.2681906, 0.02988596, 0.3473978,0.2081482, -0.2312214,True,
5,9,3,6,0.06054674, -0.01872415, -0.1761964,0.3344977, 0.6771589,False,
1,2,1,1,-0.1605333, -0.1958376, -0.0330423,0.2121904, -0.138362,True,
9,4,4,8,-0.07870905, -0.4882022, -0.4897262,0.7716788, 0.06229446,False,
9,8,8,7,0.2493785, 0.4137002, -0.5242609,-0.0446998, 0.985503,True,
6,1,2,1,0.4492551, -0.2948547, -0.483229,0.7539095, 0.486692,False,
9,4,6,2,-0.1674682, -0.5787234, -0.5870355,0.04458845, 0.6624969,True,
3,8,2,6,-0.08243951, -0.2389907, -0.5065033,0.07429812, -0.9247247,False,
9,8,6,4,-0.0001220223, 0.8921278, -0.4251159,-0.04818483, 0.7287655,True,
1,2,3,3,0.06775935, 0.09777861, 0.3360814,-0.3899623, 0.6925411,False,
7,4,3,3,-0.6207525, 0.44486, 0.2637464,-0.2621041, 0.7304329,True,
0,5,5,3,-0.07945537, -0.542128, -0.4784079,-0.4081345, 0.4245933,False,
6,2,5,9,-0.1189307, 0.5153273, -0.06097946,0.897412, 0.1379737,True,
1,2,4,5,0.1111191, -0.6995699, -0.5396223,-0.6891049, 0.4627679,False,
4,8,9,7,-0.4188948, -0.523412, 0.5876144,-0.4677812, 0.7296688,True,
7,9,8,1,-0.4585011, 0.3015626, 0.001743258,0.4107377, -0.6064591,False,
8,7,5,7,0.2215312, 0.3764957, -0.1725178,-0.1023005, -0.5935706,True,
1,3,8,7,0.08872238, -0.5772133, 0.7478421,0.6294008, 0.2425565,False,
3,6,9,0,0.4693342, 0.1618855, -0.01777354,-0.3487842, 0.4748381,True,
0,1,4,6,-0.3326206, -0.1549729, 0.8259384,-0.6114905, 0.3882293,False,
3,0,1,1,0.01872805, 0.07380537, -0.4665996,-0.4184562, -0.02491308,True,
8,3,5,2,-0.124276, 0.7407232, 0.1847371,-0.6439503, 0.4688539,False,
6,9,4,0,0.1736692, -0.6666822, -0.6395683,-0.07462546, -0.09056938,True,
6,9,7,8,0.7913747, -0.0003383508, 0.29844,-0.3618627, -0.9315854,False,
6,5,5,9,-0.1040213, 0.9354993, 0.2153523,-0.2126385, 0.6814947,True,
3,8,4,7,-0.718497, 0.2977754, 0.5584033,0.4203084, -0.8200494,False,
3,9,8,5,-0.01677302, 0.05316585, 0.177643,-0.1058475, 0.1339888,True,
8,8,0,4,-0.4877477, 0.5385489, 0.123885,0.8370523, -0.02961864,False,
9,1,9,7,0.1397656, 0.2038656, 0.4017396,-0.3619957, 0.2556397,True,
4,1,1,0,0.0711958, -0.2981533, -0.9355887,-0.3730774, -0.724816,False,
1,0,0,1,0.6549824, -0.6149291, -0.1375487,-0.2197542, 0.5175675,True,
6,5,5,1,0.2005975, -0.08507464, -0.3037511,-0.1315972, 0.6144364,False,
0,3,3,9,0.2070634, 0.9616728, -0.03602777,0.06170122, 0.6468824,True,
9,2,7,5,0.8815314, 0.1822687, 0.3780133,-0.3160841, 0.5320078,False,
6,6,1,8,0.1133593, -0.4012977, 0.2850323,-0.6513265, -0.0681102,True,
1,5,5,4,-0.02021918, 0.1595129, 0.8135867,0.1303053, -0.1840113,False,
7,1,5,2,0.04957469, -0.4826978, 0.4427508,-0.2628284, 0.8833713,True,
5,8,2,9,-0.3278241, 0.2692226, 0.5842789,-0.8171162, -0.1369728,False,
2,2,0,8,0.712667, -0.4488086, -0.5106726,-0.2309073, -0.02260801,True,
3,6,1,2,0.4381125, -0.2969797, 0.1759216,-0.6515617, -0.5394099,False,
5,7,9,8,-0.311061, 0.5530647, -0.1225243,0.8818295, 0.4305068,True,
3,1,0,2,-0.1793157, 0.1369522, -0.8111737,-0.223366, -0.4430875,False,
9,7,5,3,-0.02746599, -0.5558743, -0.3515845,0.4062123, -0.885268,True,
2,9,2,0,0.3479616, 0.07228427, 0.3098523,-0.2273512, -0.02535494,False,
5,2,8,8,0.01192116, 0.8026369, -0.5866554,-0.7390143, 0.4589478,True,
8,5,1,6,-0.6162814, -0.462965, -0.1830456,0.2963222, 0.1824469,False,
2,7,3,2,0.6184671, -0.4919599, 0.01637876,-0.0763091, 0.9790774,True,
0,9,7,2,-0.3295055, -0.08115921, -0.531409,-0.5662207, -0.5937704,False,
9,8,0,8,0.638919, 0.5803477, -0.02886181,0.1154593, 0.08589293,True,
8,8,5,0,-0.5294327, 0.3691043, 0.1934704,0.2783906, -0.7031839,False,
4,5,5,1,0.4600471, 0.3452649, -0.2462825,-0.2210986, -0.3464359,True,
4,5,0,4,0.01144439, -0.7319114, 0.4168608,-0.3815131, 0.1234672,False,
0,6,3,2,-0.663915, -0.4384552, -0.4618168,0.4322469, 0.04984727,True,
5,6,2,9,0.3390643, 0.422121, 0.1515891,-0.9201246, 0.2210683,False,
9,3,3,5,-0.01447637, 0.1544359, 0.5254977,0.1410195, -0.4232434,True,
5,7,0,5,0.4197367, 0.1259242, 0.3552057,-0.158091, 0.4851589,False,
9,9,4,6,0.06419618, -0.8236578, -0.5618352,0.6395738, 0.6604089,True,
6,8,0,3,-0.07556936, -0.6523412, -0.08779035,-0.7167079, -0.1351613,False,
3,8,0,6,-0.1483978, 0.693024, 0.3248134,-0.2747527, -0.4523771,True,
0,4,1,3,0.2088305, -0.5787132, -0.2626614,-0.4516198, 0.003697157,False,
2,8,7,7,0.5807143, 0.1639096, -0.3289558,-0.3622078, 0.2364233,True,
0,4,2,2,0.1114967, 0.9139579, -0.1668179,-0.3904198, 0.6655216,False,
7,1,5,8,-0.5539462, 0.4522246, 0.2811376,0.2327286, -0.1836863,True,
1,3,0,7,0.2522186, -0.4902427, 0.0519693,0.01903172, -0.621979,False,
5,8,2,1,0.03732949, -0.2637373, -0.8162894,0.2709369, -0.828883,True,
0,0,2,5,-0.2713206, 0.6593344, 0.5918194,0.2815401, 0.9399543,False,
9,7,0,3,0.2780541, -0.290763, 0.3645081,-0.09704721, 0.1146997,True,
1,4,2,1,-0.5108679, -0.5118775, -0.05710693,-0.06899448, -0.3820716,False,
6,2,4,7,0.3311476, -0.5742333, -0.5982421,0.6161697, 0.05383698,True,
1,8,2,6,-0.01817828, -0.8139639, 0.3509588,-0.0711934, 0.2565156,False,
1,8,7,4,0.7271125, -0.474727, -0.02574019,-0.9707791, -0.1772598,True,
8,0,4,5,-0.3337476, 0.3326078, 0.8547252,-0.4271328, -0.5125737,False,
7,8,8,9,-0.4956345, 0.07649437, 0.3493052,-0.1019047, 0.976514,True,
9,8,0,3,0.5343538, 0.4876419, 0.2688685,0.1004312, 0.09198951,False,
1,3,5,2,-0.487418, -0.5061193, -0.669457,0.8126594, -0.1240674,True,
6,0,4,5,-0.4968048, -0.3846334, -0.5093154,-0.5755604, 0.03110943,False,
3,6,0,2,-0.9650433, -0.04111176, 0.04355819,0.7369497, 0.2524537,True,
5,1,4,7,-0.4316072, 0.005880935, -0.2694306,0.4749154, 0.7290987,False,
2,6,9,8,0.3978794, -0.6292443, 0.5398772,0.6259497, 0.6310802,True,
9,5,0,7,-0.1572268, 0.1953058, 0.04665503,-0.7672032, 0.1875502,False,
9,7,3,8,0.2088788, 0.7641321, -0.05451589,-0.06339659, -0.3129279,True,
4,4,0,7,-0.05768173, -0.9064711, 0.1845688,-0.1060805, -0.8798853,False,
5,8,3,5,0.1344163, 0.03704283, -0.3194675,-0.2157996, 0.4341644,True,
2,0,3,7,-0.7866852, 0.3897465, 0.3897653,-0.3603391, -0.9302263,False,
9,2,1,9,-0.3612539, 0.4653233, 0.6724294,-0.09160225, 0.1495287,True,
0,4,6,0,-0.05777308, 0.05333616, -0.7086412,0.1989338, 0.3689647,False,
0,4,5,3,-0.8433419, -0.2839955, -0.07908777,-0.2637365, -0.5725464,True,
0,7,3,1,0.4569559, 0.4333602, -0.2303443,-0.02256023, -0.765882,False,
1,6,4,7,0.3493989, 0.6177309, 0.04879874,-0.08388437, 0.7221892,True,
9,3,3,0,0.04989416, 0.4569931, 0.07676855,0.02140283, -0.27646,False,
9,3,7,6,-0.1821349, 0.2892472, -0.773061,-0.3656228, -0.6489534,True,
6,3,8,2,-0.51218, 0.7481771, -0.1064474,-0.07260773, 0.0155149,False,
2,9,3,8,-0.3978552, -0.5251889, -0.5354826,-0.4053572, -0.6874061,True,
8,8,8,0,-0.4215452, 0.2313173, 0.2032371,-0.2074862, 0.04188832,False,
2,0,6,5,0.8748903, 0.3230588, 0.1830923,-0.01137656, 0.6000202,True,
1,6,4,0,-0.1151004, -0.06815063, -0.2911797,-0.2746954, 0.617491,False,
7,4,3,4,0.1389993, 0.7473701, -0.1367095,-0.1334651, 0.2431011,True,
8,2,5,7,-0.08134694, 0.1409232, 0.3108844,0.7636406, 0.3171295,False,
1,4,2,7,-0.1110439, 0.3045759, 0.3035139,-0.137053, 0.3675936,True,
4,4,8,1,0.7578735, 0.2250637, -0.0614381,0.5409626, -0.5138687,False,
2,4,4,2,-0.4058636, -0.0601761, -0.1156004,0.7038922, 0.6687362,True,
2,4,3,8,-0.3865402, 0.6133413, -0.06421083,0.005823616, -0.8592092,False,
1,7,3,3,-0.6492442, -0.04562042, -0.3196296,-0.8929498, -0.2638781,True,
4,1,9,9,-0.3922295, -0.5583149, -0.17826,-0.3768018, 0.5656947,False,
6,7,5,9,0.7835574, -0.4360493, -0.2268934,-0.2612141, 0.8932399,True,
3,2,7,3,-0.2996839, -0.04747937, -0.8779312,-0.675863, 0.560007,False,
9,8,2,2,-0.1714855, -0.416425, 0.08124103,-0.5224411, 0.4280707,True,
2,0,9,5,-0.3227014, -0.6156296, -0.3271394,0.2566778, 0.5572206,False,
1,2,9,6,0.262905, 0.5880078, -0.06090843,-0.3904706, 0.890282,True,
3,5,3,4,-0.7700297, 0.4691453, -0.0903146,-0.4652317, -0.435424,False,
4,9,5,8,-0.6747048, -0.2249702, -0.6134797,-0.319594, 0.6412182,True,
5,6,6,8,-0.5719786, -0.6976312, 0.3691411,-0.819914, -0.3019502,False,
4,8,2,6,0.160784, 0.2249095, -0.003979113,0.7496846, -0.06008486,True,
7,2,6,2,-0.7184886, 0.3016771, -0.1327059,0.04806375, 0.3206826,False,
4,0,9,1,-0.2011564, 0.7669342, -0.2489909,-0.9270169, -0.3192795,True,
6,2,7,7,-0.3495283, -0.3205317, 0.8762535,-0.5171856, 0.7238918,False,
5,1,3,9,0.1333053, 0.6914901, -0.4924756,0.1295571, 0.5923414,True,
3,8,9,1,-0.4909301, 0.4562174, -0.3638474,0.5675133, -0.1820848,False,
1,0,7,5,-0.3769443, -0.3725887, 0.5093083,-0.8194292, 0.4023977,True,
6,0,3,9,-0.5900391, 0.08702828, 0.5241759,-0.3055621, -0.8367618,False,
3,5,3,0,0.06752739, -0.0207346, -0.1518721,-0.02840171, -0.5871778,True,
8,3,1,5,-0.675455, -0.6301085, -0.3621998,-0.8657161, -0.03065296,False,
2,1,6,2,0.4599384, 0.1397266, 0.2868962,0.2032994, -0.08881926,True,
2,4,1,2,0.06240033, -0.5915266, -0.2441301,0.5805797, -0.3983229,False,
7,1,7,8,-0.04806335, 0.5190216, 0.05844883,0.6072637, 0.581503,True,
7,9,8,0,-0.2146742, 0.6107745, -0.1520349,-0.01376672, 0.4357404,False,
9,5,3,4,0.2969578, -0.2411741, -0.4473356,0.4540503, 0.8382682,True,
4,2,5,1,0.476008, -0.451195, 0.463761,-0.2960716, -0.7074884,False,
5,9,1,4,0.0239942, -0.6662744, -0.5223188,-0.5032119, -0.0925967,True,
1,5,1,9,0.4236406, -0.5360964, -0.002861722,-0.2939077, 0.8977249,False,
1,1,0,7,0.2146489, 0.5192674, -0.1798156,-0.847618, 0.2039226,True,
6,1,4,6,-0.4770973, 0.1770108, 0.4153861,-0.809696, 0.110738,False,
4,3,7,3,0.7316775, 0.08456126, 0.3191669,0.5632192, 0.4580514,True,
7,9,3,5,-0.324777, 0.49964, 0.7603568,0.0006286867, 0.5373957,False,
8,5,8,3,-0.7981041, -0.17045, 0.06725397,0.2821361, -0.4498864,True,
4,6,1,1,-0.2854897, -0.4142043, -0.1968349,-0.1389256, 0.9725705,False,
2,0,3,7,0.9004149, -0.3745667, -0.01078248,-0.2569873, 0.4750869,True,
6,7,7,0,0.5023411, -0.4650564, -0.5178567,-0.2980452, 0.3973063,False,
3,3,1,4,0.1710143, 0.879067, -0.3744598,-0.4877572, 0.184528,True,
2,8,8,6,-0.3693796, -0.2002217, 0.3719901,-0.4500699, -0.8524945,False,
6,7,2,1,0.05907403, -0.7084058, -0.1220441,0.1602289, 0.9141033,True,
4,7,4,1,-0.1141149, -0.4658721, -0.2347468,0.7870808, 0.5880809,False,
9,9,9,9,-0.4371205, -0.05405617, 0.7114674,0.4168268, -0.173832,True,
5,2,5,0,0.1251293, -0.7341132, -0.2505712,-0.3141133, -0.7941791,False,
3,2,4,8,0.1566729, -0.3793376, -0.5683665,-0.3307424, -0.6244705,True,
4,6,0,9,-0.07837605, 0.8209702, -0.2369041,-0.4656787, 0.6685409,False,
3,4,8,0,-0.3979247, -0.02724761, -0.6489084,0.5048261, 0.3147389,True,
1,7,0,5,-0.03237524, 0.1102101, -0.7158839,-0.3072327, -0.7295474,False,
1,1,6,1,0.7465802, -0.5467464, -0.2426846,0.3792818, -0.3173869,True,
5,8,0,7,0.5587686, -0.00964818, -0.4865791,-0.4178001, -0.3887287,False,
0,7,9,8,-0.8438626, -0.1482677, 0.1192591,-0.1594595, 0.4132057,True,
4,2,3,5,0.5962586, 0.4792767, 0.2470136,0.7672396, -0.1541577,False,
4,7,4,7,0.3138197, -0.06460619, -0.05643353,-0.472928, 0.3946192,True,
8,8,1,7,0.1811199, 0.6452832, 0.1804897,0.5577492, -0.3153819,False,
1,2,4,6,-0.07546641, -0.890595, -0.09478759,0.6547846, 0.07660712,True,
3,6,0,1,-0.03567963, -0.03171236, -0.08836759,-0.5579432, 0.493454,False,
6,5,8,1,-0.2276756, -0.01405338, 0.573001,0.9647979, -0.1446166,True,
0,1,9,5,0.4369775, 0.2076426, -0.4396942,0.0927586, -0.3964494,False,
9,8,8,7,-0.1687264, 0.1785342, 0.1405708,-0.02979165, 0.1806287,True,
6,9,6,0,-0.2903536, -0.2772799, -0.526087,-0.1037091, 0.9291305,False,
6,7,2,7,-0.0008162972, 0.4243049, 0.2342432,0.7769575, -0.6077794,True,
5,4,3,8,0.5225472, -0.670114, 0.4483089,-0.1205508, 0.3401411,False,
4,5,5,8,0.5443916, -0.1942732, -0.2445974,-0.07561934, 0.3376085,True,
2,9,0,2,-0.7709454, 0.1043897, 0.2616834,-0.7581711, -0.2027784,False,
5,3,7,5,-0.5019162, -0.3791509, 0.3571001,0.576203, 0.8127001,True,
1,1,7,8,0.6580226, 0.5253699, -0.3891486,-0.691191, -0.5254661,False,
2,3,1,2,0.9099325, 0.07038611, 0.05810931,-0.1491127, -0.06759803,True,
9,9,3,0,0.1733908, -0.4563063, -0.2032029,-0.2926453, 0.4782979,False,
3,1,7,9,0.04506696, -0.925678, -0.1741275,0.7120208, -0.6159815,True,
0,8,6,6,0.04029909, 0.8183069, -0.4691508,-0.9563371, 0.1386707,False,
6,0,4,6,0.02801494, -0.6788788, 0.6050289,-0.08177803, 0.7852252,True,
5,7,1,9,-0.4733073, 0.387715, 0.6277156,0.6732938, -0.2227836,False,
8,5,3,5,0.2456647, 0.598253, -0.1640532,0.6097366, 0.1693501,True,
4,4,5,5,-0.3412815, -0.1680223, -0.07843318,0.3232838, -0.3231754,False,
1,5,9,0,0.505513, -0.009008564, 0.0181375,0.06734385, -0.9545829,True,
9,8,2,6,0.0887901, -0.7519651, -0.2820791,0.9349557, 0.2222653,False,
3,9,6,9,0.1528101, -0.3717874, -0.5644068,-0.7210501, 0.1335301,True,
1,6,4,6,-0.3253691, 0.161558, 0.5484104,-0.1319256, -0.8071019,False,
8,8,0,0,0.664577, 0.2910583, 0.02935322,0.7449644, -0.4760261,True,
9,6,2,0,0.3289804, -0.3713943, -0.7586579,-0.1789467, -0.9465184,False,
3,6,6,1,-0.3203447, 0.6011025, 0.361692,-0.0155164, -0.02974585,True,
0,2,7,6,0.08566687, -0.7986296, 0.2521771,0.5321231, 0.2630033,False,
5,9,7,1,0.8517914, -0.1667345, 0.4725145,-0.02246072, 0.3129466,True,
1,7,3,6,0.4799123, 0.3308018, 0.5657722,0.7826324, 0.1125225,False,
9,0,6,9,-0.8552046, -0.1514284, -0.09320041,0.3945322, 0.389709,True,
9,5,0,3,-0.03698536, 0.4716784, 0.5086097,0.3594325, -0.8970447,False,
3,3,1,3,-0.07805914, 0.1862696, -0.9228581,-0.399694, 0.1922344,True,
5,9,8,8,-0.09395653, 0.6563457, 0.5063458,-0.00431931, 0.5433719,False,
0,7,6,8,-0.25918, -0.1760815, -0.27159,-0.6440079, 0.7649584,True,
1,9,3,3,-0.371961, -0.1859698, 0.3693616,0.2809248, 0.04893389,False,
6,2,7,7,-0.04283687, 0.1817044, -0.4084349,-0.6509241, 0.6661642,True,
3,7,4,5,0.7211556, 0.06853273, -0.3898998,-0.03557986, -0.04659012,False,
6,8,7,5,0.1662862, 0.4081539, 0.232874,-0.8145238, 0.3936047,True,
5,4,6,1,-0.3603738, -0.4394349, 0.7781368,-0.2521282, 0.7729023,False,
1,6,2,6,-0.5807919, -0.2555092, -0.5586865,-0.230288, -0.6252967,True,
1,8,3,3,0.05905306, 0.0943343, 0.05992435,-0.1944532, 0.5036834,False,
9,4,0,1,-0.1149431, -0.6918675, 0.3543791,-0.3358408, 0.6049913,True,
3,9,7,6,-0.4961824, 0.2855168, -0.5279412,-0.31753, 0.8630044,False,
6,3,2,5,-0.161034, -0.04420365, -0.1686339,-0.3826841, 0.18445,True,
2,3,3,7,0.3856836, -0.6696716, -0.5643442,-0.1080856, 0.8659412,False,
4,2,2,9,-0.4329885, -0.8711982, 0.1849871,0.3616008, 0.3469068,True,
1,8,3,1,-0.2207053, -0.5538059, -0.04753612,0.1051767, 0.7550735,False,
4,9,3,0,0.3811976, 0.0415848, 0.9044687,-0.4239917, 0.2723894,True,
3,0,2,8,-0.08870151, 0.1111742, 0.2648198,0.8295264, 0.3827908,False,
0,1,5,9,-0.1679297, -0.5434516, 0.6725808,-0.9189815, 0.2768561,True,
3,5,3,9,0.5326852, -0.3706029, -0.679238,-0.1877957, -0.6406482,False,
9,0,1,6,0.516906, -0.7476534, -0.0249514,0.4941943, 0.01205142,True,
9,4,9,8,0.3973925, -0.4158417, -0.6417387,-0.6259329, -0.5377423,False,
4,9,9,5,-0.1353261, 0.5029214, -0.5649198,-0.1409006, -0.8970426,True,
4,3,4,6,-0.2138126, -0.5553289, 0.7429403,0.3726747, 0.3089015,False,
3,7,3,2,-0.5369241, -0.8281818, 0.0976001,-0.3745749, 0.5979913,True,
6,3,7,3,-0.6044309, -0.5023114, 0.1384731,-0.01595349, 0.03651022,False,
9,0,3,0,-0.1456653, -0.123417, -0.1911064,0.4654535, 0.2338904,True,
0,0,2,8,-0.14179, 0.5707721, 0.3927672,-0.4812055, 0.7652008,False,
1,9,7,3,-0.2954078, 0.3159895, -0.04741577,0.3991293, 0.3458858,True,
7,0,4,5,-0.07797136, 0.6352746, 0.5321923,0.6089928, 0.308616,False,
1,9,8,2,-0.6265557, 0.1192146, -0.2561143,-0.9546191, -0.2058615,True,
3,6,1,0,-0.08731745, -0.3818642, -0.4904411,0.3268692, -0.1941429,False,
0,8,7,5,-0.6522613, 0.03119311, -0.151642,0.3883696, 0.8217484,True,
1,7,1,3,0.2277674, 0.1814299, 0.258169,0.4399505, 0.339012,False,
3,6,8,6,-0.4350409, -0.8142284, -0.333606,-0.1666309, -0.1841267,True,
5,3,5,4,-0.4147776, 0.130367, 0.3517891,0.1992052, -0.4256994,False,
8,6,6,2,0.4735974, -0.345359, -0.5293897,0.1601467, -0.1217846,True,
7,0,3,3,0.1389689, -0.4145838, -0.1509543,-0.3037984, 0.1999738,False,
1,8,3,2,0.4797608, -0.7089418, -0.283777,-0.3727801, 0.1759738,True,
0,7,4,7,-0.1496587, 0.8178474, -0.1589297,0.1972751, -0.6070505,False,
1,7,2,6,0.1652885, 0.1025635, -0.3355615,0.7871307, 0.2720131,True,
3,2,5,4,0.2959844, 0.4570212, -0.05016723,0.1556778, 0.7725161,False,
6,4,1,6,-0.3930481, -0.5941564, -0.5557841,-0.1164079, -0.7067762,True,
4,2,4,1,-0.2897571, 0.3230393, -0.4926075,0.9071278, -0.06849793,False,
8,4,6,5,-0.5464232, -0.3251616, 0.4235304,-0.7272423, -0.1713493,True,
9,3,3,7,0.1591607, -0.5237134, 0.1210615,-0.325282, -0.296208,False,
9,4,7,5,0.3696754, 0.3276055, 0.4312977,-0.07738086, -0.2269073,True,
6,1,1,7,-0.06397507, -0.1394815, 0.1413155,0.4626805, 0.8478142,False,
1,8,9,5,-0.8925228, -0.2060591, 0.3537161,0.1034918, -0.5868102,True,
5,6,5,7,-0.16311, -0.04625128, -0.3555549,0.4277719, -0.7487959,False,
4,8,8,1,-0.02092827, -0.749302, -0.3599081,-0.2023894, 0.4216245,True,
3,3,8,9,0.04236747, -0.06461269, -0.2765028,0.2258157, -0.2035626,False,
2,5,3,0,-0.28673, -0.5041557, 0.672812,-0.02799175, 0.8954021,True,
4,6,7,2,0.04869551, -0.06058284, -0.1398858,-0.1562032, 0.0558572,False,
0,5,9,4,-0.1571969, 0.4525209, 0.2822534,-0.716589, 0.6253946,True,
6,1,7,3,-0.3315612, 0.3196824, -0.5960479,0.1661788, -0.08090334,False,
1,1,5,3,0.3075827, 0.3633744, 0.8293675,-0.1615497, -0.1501148,True,
0,8,8,5,0.8561563, -0.04764935, -0.01240208,0.3142903, 0.1955726,False,
7,7,0,4,-0.1990405, -0.1704347, 0.4198218,0.4436278, 0.6454113,True,
1,3,0,4,-0.03728775, 0.4043416, 0.1496868,0.5579339, -0.05038063,False,
1,7,7,4,-0.325074, -0.1704723, 0.2929844,0.4229342, 0.8685714,True,
8,1,9,6,0.5986786, -0.7055923, 0.3524784,0.8701246, -0.06760354,False,
2,3,7,9,0.629076, -0.6436647, -0.07299978,0.4736099, 0.2753157,True,
3,8,1,2,0.3495059, -0.6282061, 0.3647949,-0.2719206, 0.9496863,False,
5,4,7,0,-0.3425538, 0.598332, 0.4710659,0.6332703, 0.6492842,True,
3,9,7,5,0.1492112, 0.7894546, -0.546043,0.2316163, -0.1359405,False,
1,6,8,4,-0.782764, -0.5031903, -0.1816421,-0.9027775, 0.3984851,True,
8,9,0,9,0.2612186, -0.08955382, 0.5230331,-0.7773523, -0.3141705,False,
4,6,9,9,0.2663833, 0.08204548, 0.4672361,-0.3999859, -0.1071108,True,
4,3,1,9,0.7313735, 0.1820123, -0.3644457,-0.6540949, -0.1738232,False,
4,6,0,0,0.249275, 0.2250039, 0.5160636,-0.3691956, -0.3408174,True,
5,1,3,9,-0.1251269, -0.719509, 0.002307176,0.3445434, -0.06336389,False,
6,3,9,1,-0.1825947, 0.1234277, 0.150437,-0.7247925, 0.6860772,True,
1,0,2,8,-0.6530982, -0.5912913, 0.2104643,-0.003321341, -0.4300851,False,
1,7,9,2,-0.6543024, -0.6088653, 0.3479153,0.1186731, 0.9922419,True,
5,6,9,8,-0.01681203, 0.8885579, -0.09069771,0.3235807, 0.1835929,False,
9,0,7,0,0.2980874, -0.1949289, -0.05370234,0.8041756, 0.1109463,True,
2,1,1,0,-0.1124409, -0.5820346, 0.4826824,-0.5493558, -0.3702838,False,
7,7,5,9,0.1079659, 0.09801257, -0.2545325,0.3529152, 0.1087877,True,
3,8,3,8,-0.01673997, 0.1090776, 0.4261017,0.7016033, 0.0202646,False,
3,7,9,7,0.8352548, 0.2177128, 0.347661,0.8536749, 0.1130334,True,
0,7,0,6,0.05661907, 0.8315072, -0.4803725,-0.2260019, 0.9028369,False,
8,3,1,0,0.3218504, 0.2252349, 0.8621776,0.7321476, 0.04202578,True,
2,9,3,2,-0.5592822, 0.6521766, -0.02419142,0.01077678, -0.527927,False,
4,0,4,6,-0.8175504, 0.2427615, 0.2380212,-0.0523917, 0.9593309,True,
7,6,7,8,0.6023755, 0.0993389, -0.1929117,-0.2502647, 0.5438732,False,
7,6,0,7,-0.2344258, -0.4217649, -0.2660919,-0.1110202, -0.02158774,True,
4,3,5,7,-0.34504, -0.2311265, -0.7865862,-0.2202165, 0.8156899,False,
5,9,1,9,0.656282, -0.3246778, -0.3561334,-0.3444906, 0.2751431,True,
4,0,7,4,0.6300834, -0.3769007, 0.4953011,0.1098976, 0.6211376,False,
8,5,1,8,-0.8117332, -0.5149888, -0.05133446,0.7193395, -0.5302101,True,
